676,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147473198,NaN,Unknown (0),Infinite
677,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147473193,NaN,Unknown (0),Infinite
678,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147473188,NaN,Unknown (0),Infinite
679,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147473183,NaN,Unknown (0),Infinite
680,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147473178,NaN,Unknown (0),Infinite
681,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147473173,NaN,Unknown (0),Infinite
682,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147473168,NaN,Unknown (0),Infinite
683,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147473163,NaN,Unknown (0),Infinite
684,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147473158,NaN,Unknown (0),Infinite
685,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147473153,NaN,Unknown (0),Infinite
686,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147473148,NaN,Unknown (0),Infinite
687,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147473143,NaN,Unknown (0),Infinite
688,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147473138,NaN,Unknown (0),Infinite
689,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147473133,NaN,Unknown (0),Infinite
690,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147473128,NaN,Unknown (0),Infinite
691,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147473123,NaN,Unknown (0),Infinite
692,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147473118,NaN,Unknown (0),Infinite
693,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147473113,NaN,Unknown (0),Infinite
694,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147473108,NaN,Unknown (0),Infinite
695,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147473103,NaN,Unknown (0),Infinite
696,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147473098,NaN,Unknown (0),Infinite
697,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147473093,NaN,Unknown (0),Infinite
698,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147473088,NaN,Unknown (0),Infinite
699,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147473083,NaN,Unknown (0),Infinite
700,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147473078,NaN,Unknown (0),Infinite
701,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147473073,NaN,Unknown (0),Infinite
702,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147473068,NaN,Unknown (0),Infinite
703,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147473063,NaN,Unknown (0),Infinite
704,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147473058,NaN,Unknown (0),Infinite
705,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147473053,NaN,Unknown (0),Infinite
706,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147473048,NaN,Unknown (0),Infinite
707,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147473043,NaN,Unknown (0),Infinite
708,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147473038,NaN,Unknown (0),Infinite
709,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147473033,NaN,Unknown (0),Infinite
710,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147473028,NaN,Unknown (0),Infinite
711,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147473023,NaN,Unknown (0),Infinite
712,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147473018,NaN,Unknown (0),Infinite
713,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147473013,NaN,Unknown (0),Infinite
714,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147473008,NaN,Unknown (0),Infinite
715,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147473003,NaN,Unknown (0),Infinite
716,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472998,NaN,Unknown (0),Infinite
717,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472993,NaN,Unknown (0),Infinite
718,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472988,NaN,Unknown (0),Infinite
719,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472983,NaN,Unknown (0),Infinite
720,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472978,NaN,Unknown (0),Infinite
721,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472973,NaN,Unknown (0),Infinite
722,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472968,NaN,Unknown (0),Infinite
723,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472963,NaN,Unknown (0),Infinite
724,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472958,NaN,Unknown (0),Infinite
725,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472953,NaN,Unknown (0),Infinite
726,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472948,NaN,Unknown (0),Infinite
727,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472943,NaN,Unknown (0),Infinite
728,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472938,NaN,Unknown (0),Infinite
729,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472933,NaN,Unknown (0),Infinite
730,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472928,NaN,Unknown (0),Infinite
731,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472923,NaN,Unknown (0),Infinite
732,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472918,NaN,Unknown (0),Infinite
733,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472913,NaN,Unknown (0),Infinite
734,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472908,NaN,Unknown (0),Infinite
735,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472903,NaN,Unknown (0),Infinite
736,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472898,NaN,Unknown (0),Infinite
737,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472893,NaN,Unknown (0),Infinite
738,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472888,NaN,Unknown (0),Infinite
739,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472883,NaN,Unknown (0),Infinite
740,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472878,NaN,Unknown (0),Infinite
741,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472873,NaN,Unknown (0),Infinite
742,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472868,NaN,Unknown (0),Infinite
743,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472863,NaN,Unknown (0),Infinite
744,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472858,NaN,Unknown (0),Infinite
745,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472853,NaN,Unknown (0),Infinite
746,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472848,NaN,Unknown (0),Infinite
747,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472843,NaN,Unknown (0),Infinite
748,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472838,NaN,Unknown (0),Infinite
749,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472833,NaN,Unknown (0),Infinite
750,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472828,NaN,Unknown (0),Infinite
751,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472823,NaN,Unknown (0),Infinite
752,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472818,NaN,Unknown (0),Infinite
753,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472813,NaN,Unknown (0),Infinite
754,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472808,NaN,Unknown (0),Infinite
755,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472803,NaN,Unknown (0),Infinite
756,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472798,NaN,Unknown (0),Infinite
757,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472793,NaN,Unknown (0),Infinite
758,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472788,NaN,Unknown (0),Infinite
759,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472783,NaN,Unknown (0),Infinite
760,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472778,NaN,Unknown (0),Infinite
761,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472773,NaN,Unknown (0),Infinite
762,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472768,NaN,Unknown (0),Infinite
763,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472763,NaN,Unknown (0),Infinite
764,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472758,NaN,Unknown (0),Infinite
765,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472753,NaN,Unknown (0),Infinite
766,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472748,NaN,Unknown (0),Infinite
767,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472743,NaN,Unknown (0),Infinite
768,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472738,NaN,Unknown (0),Infinite
769,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472733,NaN,Unknown (0),Infinite
770,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472728,NaN,Unknown (0),Infinite
771,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472723,NaN,Unknown (0),Infinite
772,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472718,NaN,Unknown (0),Infinite
773,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472713,NaN,Unknown (0),Infinite
774,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472708,NaN,Unknown (0),Infinite
775,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472703,NaN,Unknown (0),Infinite
776,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472698,NaN,Unknown (0),Infinite
777,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472693,NaN,Unknown (0),Infinite
778,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472688,NaN,Unknown (0),Infinite
779,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472683,NaN,Unknown (0),Infinite
780,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472678,NaN,Unknown (0),Infinite
781,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472673,NaN,Unknown (0),Infinite
782,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472668,NaN,Unknown (0),Infinite
783,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472663,NaN,Unknown (0),Infinite
784,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472658,NaN,Unknown (0),Infinite
785,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472653,NaN,Unknown (0),Infinite
786,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472648,NaN,Unknown (0),Infinite
787,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472643,NaN,Unknown (0),Infinite
788,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472638,NaN,Unknown (0),Infinite
789,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472633,NaN,Unknown (0),Infinite
790,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472628,NaN,Unknown (0),Infinite
791,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472623,NaN,Unknown (0),Infinite
792,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472618,NaN,Unknown (0),Infinite
793,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472613,NaN,Unknown (0),Infinite
794,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472608,NaN,Unknown (0),Infinite
795,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472603,NaN,Unknown (0),Infinite
796,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472598,NaN,Unknown (0),Infinite
797,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472593,NaN,Unknown (0),Infinite
798,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472588,NaN,Unknown (0),Infinite
799,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472583,NaN,Unknown (0),Infinite
800,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472578,NaN,Unknown (0),Infinite
801,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472573,NaN,Unknown (0),Infinite
802,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472568,NaN,Unknown (0),Infinite
803,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472563,NaN,Unknown (0),Infinite
804,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472558,NaN,Unknown (0),Infinite
805,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472553,NaN,Unknown (0),Infinite
806,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472548,NaN,Unknown (0),Infinite
807,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472543,NaN,Unknown (0),Infinite
808,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472538,NaN,Unknown (0),Infinite
809,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472533,NaN,Unknown (0),Infinite
810,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472528,NaN,Unknown (0),Infinite
811,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472523,NaN,Unknown (0),Infinite
812,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472518,NaN,Unknown (0),Infinite
813,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472513,NaN,Unknown (0),Infinite
814,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472508,NaN,Unknown (0),Infinite
815,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472503,NaN,Unknown (0),Infinite
816,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472498,NaN,Unknown (0),Infinite
817,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472493,NaN,Unknown (0),Infinite
818,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472488,NaN,Unknown (0),Infinite
819,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472483,NaN,Unknown (0),Infinite
820,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472478,NaN,Unknown (0),Infinite
821,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472473,NaN,Unknown (0),Infinite
822,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472468,NaN,Unknown (0),Infinite
823,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472463,NaN,Unknown (0),Infinite
824,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472458,NaN,Unknown (0),Infinite
825,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472453,NaN,Unknown (0),Infinite
826,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472448,NaN,Unknown (0),Infinite
827,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472443,NaN,Unknown (0),Infinite
828,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472438,NaN,Unknown (0),Infinite
829,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472433,NaN,Unknown (0),Infinite
830,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472428,NaN,Unknown (0),Infinite
831,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472423,NaN,Unknown (0),Infinite
832,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472418,NaN,Unknown (0),Infinite
833,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472413,NaN,Unknown (0),Infinite
834,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472408,NaN,Unknown (0),Infinite
835,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472403,NaN,Unknown (0),Infinite
836,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472398,NaN,Unknown (0),Infinite
837,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472393,NaN,Unknown (0),Infinite
838,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472388,NaN,Unknown (0),Infinite
839,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472383,NaN,Unknown (0),Infinite
840,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472378,NaN,Unknown (0),Infinite
841,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472373,NaN,Unknown (0),Infinite
842,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472368,NaN,Unknown (0),Infinite
843,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472363,NaN,Unknown (0),Infinite
844,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472358,NaN,Unknown (0),Infinite
845,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472353,NaN,Unknown (0),Infinite
846,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472348,NaN,Unknown (0),Infinite
847,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472343,NaN,Unknown (0),Infinite
848,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472338,NaN,Unknown (0),Infinite
849,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472333,NaN,Unknown (0),Infinite
850,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472328,NaN,Unknown (0),Infinite
851,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472323,NaN,Unknown (0),Infinite
852,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472318,NaN,Unknown (0),Infinite
853,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472313,NaN,Unknown (0),Infinite
854,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472308,NaN,Unknown (0),Infinite
855,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472303,NaN,Unknown (0),Infinite
856,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472298,NaN,Unknown (0),Infinite
857,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472293,NaN,Unknown (0),Infinite
858,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472288,NaN,Unknown (0),Infinite
859,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472283,NaN,Unknown (0),Infinite
860,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472278,NaN,Unknown (0),Infinite
861,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472273,NaN,Unknown (0),Infinite
862,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472268,NaN,Unknown (0),Infinite
863,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472263,NaN,Unknown (0),Infinite
864,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472258,NaN,Unknown (0),Infinite
865,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472253,NaN,Unknown (0),Infinite
866,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472248,NaN,Unknown (0),Infinite
867,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472243,NaN,Unknown (0),Infinite
868,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472238,NaN,Unknown (0),Infinite
869,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472233,NaN,Unknown (0),Infinite
870,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472228,NaN,Unknown (0),Infinite
871,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472223,NaN,Unknown (0),Infinite
872,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472218,NaN,Unknown (0),Infinite
873,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472213,NaN,Unknown (0),Infinite
874,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472208,NaN,Unknown (0),Infinite
875,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472203,NaN,Unknown (0),Infinite
876,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472198,NaN,Unknown (0),Infinite
877,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472193,NaN,Unknown (0),Infinite
878,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472188,NaN,Unknown (0),Infinite
879,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472183,NaN,Unknown (0),Infinite
880,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472178,NaN,Unknown (0),Infinite
881,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472173,NaN,Unknown (0),Infinite
882,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472168,NaN,Unknown (0),Infinite
883,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472163,NaN,Unknown (0),Infinite
884,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472158,NaN,Unknown (0),Infinite
885,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472153,NaN,Unknown (0),Infinite
886,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472148,NaN,Unknown (0),Infinite
887,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode_C_2147472143,NaN,Unknown (0),Infinite
